5965,Direct marketing - combination catalog and retail merchant
5966,Direct marketing - outbound telemarketing merchant (high risk MCC)
5967,Direct marketing - inbound tele-services merchant (high risk MCC)
5968,Direct marketing - continuity/subscription merch.
5969,Direct marketing - other direct marketers (not elsewhere classified)
5970,Artists supply and craft shops
5971,Art dealers and galleries
5972,Stamp and coin stores
5973,Religious goods stores
5975,Hearing aids - sales, service, and supply
5976,Orthopedic goods - prosthetic devices
5977,Cosmetic stores
5978,Typewriters - sales, rentals, & service
5983,Fuel dealers - fuel oil, wood, coal, liquefied petroleum
5992,Florists
5993,Cigar stores and stands
5994,News dealers and newsstands
5995,Pet shops, pet foods and supplies stores
5996,Swimming pools - sales and service
5997,Electric razor stores
5998,Tent and awning shops
5999,Miscellaneous and specialty retail shops
6010,Financial institutions - manual cash disbursements
6011,Financial institutions - automated cash disbursements
6012,Financial institutions merchandise and services
6051,Non-financial institutions - foreign currency, money orders, and travelers cheques
6211,Security brokers / dealers
6300,Insurance sales, underwriting, & premiums
6381,Insurance premiums
6399,Insurance not elsewhere classified
6513,Real estate agents and managers - rentals
7011,Lodging - hotels, motels, resorts, and central reservation services (not elsewhere classified)
7012,Timeshares
7032,Sporting and recreational camps
7033,Trailer parks and campgrounds
7210,Laundry, cleaning, and garment services
7211,Laundries - family and commercial
7216,Dry cleaners
7217,Carpet and upholstery cleaning
7221,Photographic studios
7230,Beauty and barber shops
7251,Shoe repair shops, shoe shine parlors, and hat cleaning shops
7261,Funeral service and crematories
7273,Dating and escort services
7276,Tax preparation service
7277,Counseling services - debt, marriage, and personal
7278,Buying and shopping services and clubs
7296,Clothing rental - costumes, uniforms, and formal wear
7297,Massage parlors
7298,Health and beauty spas
7299,Miscellaneous personal services (not elsewhere classified)
7311,Advertising services
7321,Consumer credit reporting agencies
7332,Commercial photography, art, and graphics
7333,Commercial photography, art, and graphics
7338,Quick copy, reproduction and blueprinting services
7339,Stenographic and secretarial support
7342,Exterminating and disinfecting services
7349,Cleaning, maintenance, and janitorial services
7361,Employment agencies and temporary help services
7372,Computer programming, data processing, and integrated systems design services
7375,Information retrieval services
7379,Computer maintenance, repair, and services (not elsewhere classified)
7392,Management, consulting, and public relations services
7393,Detective agencies, protective services, and security services
7394,Equipment, tool, furniture, and appliance rental and leasing
7395,Photofinishing laboratories and photo developing
7399,Business services (not elsewhere classified)
7512,Automobile rental agency
7513,Truck and utility trailer rentals
7519,Motor home and recreational vehicle rentals
7523,Parking lots and garages
7531,Automotive body repair shops
7534,Tire retreading and repair shops
7535,Automotive paint shops
7538,Automotive service shops (non-dealer)
7542,Car washes
7549,Towing services
7622,Electronics repair shops
7623,Air conditioning and refrigeration repair shops
7629,Electrical and small appliance repair shops
7631,Watch, clock and jewelry repair
7641,Furniture - reupholstery, repair, and refinishing
7692,Welding services
7699,Miscellaneous repair shops and related services
7829,Motion picture and video tape production and distribution
7832,Motion picture theaters
7841,Video tape rental stores
7911,Dance halls, studios, and schools
7922,Theatrical producers and ticket agencies
7929,Bands, orchestras, and miscellaneous entertainers (not elsewhere classified)
7932,Billiard and pool establishments
7933,Bowling alleys
7941,Commercial sports, professional sports clubs, athletic fields, and sports promoters
7991,Tourist attractions and exhibits
7992,Public golf courses
7993,Video amusement game supplies
7994,Video game arcades / establishments
7995,Betting, including lottery tickets, casino gaming chips, off-track betting and wagers at race tracks
7996,Amusement parks, circuses, carnivals, and fortune tellers
7997,Membership clubs, country clubs, and private golf courses
7998,Aquariums, seaquariums, dolphinariums
7999,Recreation services (not elsewhere classified)
8011,Doctors and physicians (not elsewhere classified)
8021,Dentists and orthodontists
8031,Osteopaths
8041,Chiropractors
8042,Optometrists and ophthalmologists
8043,Opticians, optical goods, and eyeglasses
8049,Podiatrists and chiropodists
8050,Nursing and personal care facilities
8062,Hospitals
8071,Medical and dental laboratories
8099,Medical services and health practitioners (not elsewhere classified)
8111,Legal services and attorneys
8211,Elementary and secondary schools
8220,Colleges, universities, professional schools, and junior colleges
8241,Correspondence schools
8244,Business and secretarial schools
8249,Vocational and trade schools
8299,Schools and educational services (not elsewhere classified)
8351,Child care services
8398,Charitable and social service organizations
8641,Civic, social, and fraternal associations
8651,Political organizations
8661,Religious organizations
8675,Automobile associations
8699,Membership organizations (not elsewhere classified)
8734,Testing laboratories (non-medical testing)
8911,Architectural, engineering, and surveying services
8931,Accounting, auditing, and bookkeeping services
8999,Professional sevices (not elsewhere classified)
9211,Court costs, including alimony and child support
9222,Fines
9223,Bail and bond payments
9311,Tax payments
9399,Government services (not elsewhere classified)
9402,Postal services - government only
9405,US federal government agencies or departments
